Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request hour,,,,,,,,
1749,City,160,Cancelled,42563.36,,8.00,,,,,,,,
2781,City,160,Cancelled,42564.20,,4.00,,,,,,,,
319,City,161,Cancelled,42562.31,,7.00,,,,,,,,
439,City,161,Cancelled,42562.37,,8.00,,,,,,,,
4201,City,162,Cancelled,42565.23,,5.00,,,,,,,,
736,City,163,Cancelled,42562.64,,15.00,,,,,,,,
929,Airport,163,Cancelled,42562.77,,18.00,,,,,,,,
1793,City,163,Cancelled,42563.38,,9.00,,,,,,,,
5926,City,163,Cancelled,42566.42,,10.00,,,,,,,,
345,City,164,Cancelled,42562.33,,7.00,,,,,,,,
1051,Airport,164,Cancelled,42562.82,,19.00,,,,,,,,
3213,City,164,Cancelled,42564.41,,9.00,,,,,,,,
3841,Airport,164,Cancelled,42564.90,,21.00,,,,,,,,
4168,City,164,Cancelled,42565.21,,5.00,,,,,,,,
4657,Airport,164,Cancelled,42565.50,,12.00,,,,,,,,
5272,City,164,Cancelled,42565.90,,21.00,,,,,,,,
5765,City,164,Cancelled,42566.35,,8.00,,,,,,,,
261,City,165,Cancelled,42562.28,,6.00,,,,,,,,
525,City,165,Cancelled,42562.41,,9.00,,,,,,,,
1500,City,165,Cancelled,42563.23,,5.00,,,,,,,,
1640,City,165,Cancelled,42563.30,,7.00,,,,,,,,
2885,City,165,Cancelled,42564.25,,5.00,,,,,,,,
4386,City,165,Cancelled,42565.33,,7.00,,,,,,,,
1190,Airport,166,Cancelled,42562.88,,21.00,,,,,,,,
1549,City,166,Cancelled,42563.25,,6.00,,,,,,,,
2834,City,166,Cancelled,42564.22,,5.00,,,,,,,,
2862,City,166,Cancelled,42564.24,,5.00,,,,,,,,
3054,City,166,Cancelled,42564.33,,7.00,,,,,,,,
3405,Airport,166,Cancelled,42564.63,,15.00,,,,,,,,
4153,City,166,Cancelled,42565.21,,4.00,,,,,,,,
5424,City,166,Cancelled,42566.09,,2.00,,,,,,,,
6561,Airport,166,Cancelled,42566.88,,21.00,,,,,,,,
1623,City,167,Cancelled,42563.29,,6.00,,,,,,,,
2061,City,167,Cancelled,42563.63,,15.00,,,,,,,,
3183,City,167,Cancelled,42564.39,,9.00,,,,,,,,
240,City,168,Cancelled,42562.27,,6.00,,,,,,,,
1011,Airport,168,Cancelled,42562.80,,19.00,,,,,,,,
1755,City,168,Cancelled,42563.36,,8.00,,,,,,,,
1893,City,168,Cancelled,42563.43,,10.00,,,,,,,,
177,City,169,Cancelled,42562.24,,5.00,,,,,,,,
1162,Airport,169,Cancelled,42562.86,,20.00,,,,,,,,
1456,City,169,Cancelled,42563.21,,4.00,,,,,,,,
1472,City,169,Cancelled,42563.21,,5.00,,,,,,,,
3024,City,169,Cancelled,42564.31,,7.00,,,,,,,,
903,City,170,Cancelled,42562.76,,18.00,,,,,,,,
1969,Airport,170,Cancelled,42563.50,,12.00,,,,,,,,
3457,Airport,170,Cancelled,42564.71,,17.00,,,,,,,,
4567,City,170,Cancelled,42565.41,,9.00,,,,,,,,
4696,Airport,170,Cancelled,42565.55,,13.00,,,,,,,,
4695,City,170,Cancelled,42565.55,,13.00,,,,,,,,
77,City,171,Cancelled,42562.20,,4.00,,,,,,,,
3118,City,171,Cancelled,42564.36,,8.00,,,,,,,,
3329,Airport,171,Cancelled,42564.52,,12.00,,,,,,,,
4403,City,171,Cancelled,42565.33,,8.00,,,,,,,,
4406,City,171,Cancelled,42565.34,,8.00,,,,,,,,
1828,City,172,Cancelled,42563.40,,9.00,,,,,,,,
3084,City,172,Cancelled,42564.34,,8.00,,,,,,,,
3890,Airport,172,Cancelled,42564.92,,22.00,,,,,,,,
4410,City,172,Cancelled,42565.34,,8.00,,,,,,,,
127,City,173,Cancelled,42562.22,,5.00,,,,,,,,
3355,Airport,173,Cancelled,42564.56,,13.00,,,,,,,,
86,City,174,Cancelled,42562.20,,4.00,,,,,,,,
550,City,174,Cancelled,42562.42,,10.00,,,,,,,,
2275,City,175,Cancelled,42563.77,,18.00,,,,,,,,
4399,City,175,Cancelled,42565.34,,8.00,,,,,,,,
5598,City,175,Cancelled,42566.26,,6.00,,,,,,,,
293,City,176,Cancelled,42562.30,,7.00,,,,,,,,
355,City,176,Cancelled,42562.33,,7.00,,,,,,,,
683,Airport,176,Cancelled,42562.57,,13.00,,,,,,,,
1490,City,176,Cancelled,42563.22,,5.00,,,,,,,,
1796,City,176,Cancelled,42563.38,,9.00,,,,,,,,
4529,City,176,Cancelled,42565.40,,9.00,,,,,,,,
4536,City,176,Cancelled,42565.40,,9.00,,,,,,,,
433,City,177,Cancelled,42562.37,,8.00,,,,,,,,
1607,City,177,Cancelled,42563.28,,6.00,,,,,,,,
3189,City,177,Cancelled,42564.40,,9.00,,,,,,,,
4128,City,177,Cancelled,42565.20,,4.00,,,,,,,,
4197,City,177,Cancelled,42565.23,,5.00,,,,,,,,
4524,City,177,Cancelled,42565.39,,9.00,,,,,,,,
5871,City,177,Cancelled,42566.39,,9.00,,,,,,,,
5912,City,177,Cancelled,42566.42,,10.00,,,,,,,,
2466,Airport,178,Cancelled,42563.86,,20.00,,,,,,,,
2886,City,178,Cancelled,42564.25,,6.00,,,,,,,,
5225,City,178,Cancelled,42565.88,,21.00,,,,,,,,
6505,City,178,Cancelled,42566.86,,20.00,,,,,,,,
2785,City,179,Cancelled,42564.20,,4.00,,,,,,,,
2806,City,179,Cancelled,42564.21,,5.00,,,,,,,,
4459,City,179,Cancelled,42565.36,,8.00,,,,,,,,
5653,City,179,Cancelled,42566.29,,6.00,,,,,,,,
1650,City,180,Cancelled,42563.30,,7.00,,,,,,,,
3745,Airport,180,Cancelled,42564.85,,20.00,,,,,,,,
4796,Airport,180,Cancelled,42565.70,,16.00,,,,,,,,
2119,City,181,Cancelled,42563.70,,16.00,,,,,,,,
3013,City,181,Cancelled,42564.31,,7.00,,,,,,,,
3126,City,181,Cancelled,42564.36,,8.00,,,,,,,,
4235,City,181,Cancelled,42565.24,,5.00,,,,,,,,
105,City,182,Cancelled,42562.21,,4.00,,,,,,,,
1747,City,182,Cancelled,42563.35,,8.00,,,,,,,,
4134,City,182,Cancelled,42565.20,,4.00,,,,,,,,
217,City,183,Cancelled,42562.26,,6.00,,,,,,,,
4478,City,183,Cancelled,42565.36,,8.00,,,,,,,,
5248,City,183,Cancelled,42565.89,,21.00,,,,,,,,
6032,Airport,183,Cancelled,42566.54,,13.00,,,,,,,,
4206,City,184,Cancelled,42565.23,,5.00,,,,,,,,
4387,City,184,Cancelled,42565.33,,7.00,,,,,,,,
113,City,185,Cancelled,42562.21,,5.00,,,,,,,,
1558,City,185,Cancelled,42563.26,,6.00,,,,,,,,
2180,Airport,185,Cancelled,42563.74,,17.00,,,,,,,,
3661,Airport,185,Cancelled,42564.81,,19.00,,,,,,,,
378,City,186,Cancelled,42562.34,,8.00,,,,,,,,
790,Airport,186,Cancelled,42562.71,,16.00,,,,,,,,
1700,City,186,Cancelled,42563.33,,7.00,,,,,,,,
3788,Airport,186,Cancelled,42564.87,,20.00,,,,,,,,
480,City,187,Cancelled,42562.39,,9.00,,,,,,,,
1632,City,187,Cancelled,42563.30,,7.00,,,,,,,,
3101,City,187,Cancelled,42564.35,,8.00,,,,,,,,
5706,City,187,Cancelled,42566.32,,7.00,,,,,,,,
5772,City,188,Cancelled,42566.35,,8.00,,,,,,,,
129,City,189,Cancelled,42562.22,,5.00,,,,,,,,
3119,City,189,Cancelled,42564.36,,8.00,,,,,,,,
3228,City,189,Cancelled,42564.42,,9.00,,,,,,,,
1569,City,190,Cancelled,42563.26,,6.00,,,,,,,,
1820,City,190,Cancelled,42563.39,,9.00,,,,,,,,
1840,City,190,Cancelled,42563.40,,9.00,,,,,,,,
4323,City,190,Cancelled,42565.29,,7.00,,,,,,,,
4346,City,190,Cancelled,42565.31,,7.00,,,,,,,,
5785,City,190,Cancelled,42566.36,,8.00,,,,,,,,
6400,City,190,Cancelled,42566.80,,19.00,,,,,,,,
224,City,191,Cancelled,42562.26,,6.00,,,,,,,,
5913,City,191,Cancelled,42566.42,,9.00,,,,,,,,
1833,City,192,Cancelled,42563.40,,9.00,,,,,,,,
2902,City,192,Cancelled,42564.25,,5.00,,,,,,,,
4239,City,192,Cancelled,42565.25,,5.00,,,,,,,,
265,City,193,Cancelled,42562.28,,6.00,,,,,,,,
833,Airport,193,Cancelled,42562.73,,17.00,,,,,,,,
3249,City,193,Cancelled,42564.43,,10.00,,,,,,,,
4226,City,193,Cancelled,42565.24,,5.00,,,,,,,,
5867,City,193,Cancelled,42566.39,,9.00,,,,,,,,
684,City,194,Cancelled,42562.56,,13.00,,,,,,,,
718,City,194,Cancelled,42562.62,,14.00,,,,,,,,
4145,City,194,Cancelled,42565.21,,4.00,,,,,,,,
5489,City,194,Cancelled,42566.20,,4.00,,,,,,,,
5651,City,194,Cancelled,42566.29,,7.00,,,,,,,,
290,City,195,Cancelled,42562.30,,7.00,,,,,,,,
1030,Airport,195,Cancelled,42562.80,,19.00,,,,,,,,
3062,City,195,Cancelled,42564.33,,7.00,,,,,,,,
5635,City,195,Cancelled,42566.28,,6.00,,,,,,,,
5828,City,195,Cancelled,42566.38,,9.00,,,,,,,,
2823,City,196,Cancelled,42564.22,,5.00,,,,,,,,
4558,City,196,Cancelled,42565.41,,9.00,,,,,,,,
5494,City,196,Cancelled,42566.21,,4.00,,,,,,,,
5501,City,196,Cancelled,42566.21,,5.00,,,,,,,,
526,City,197,Cancelled,42562.41,,9.00,,,,,,,,
1887,City,197,Cancelled,42563.42,,10.00,,,,,,,,
2944,City,197,Cancelled,42564.27,,6.00,,,,,,,,
4413,City,197,Cancelled,42565.34,,8.00,,,,,,,,
4420,City,197,Cancelled,42565.34,,8.00,,,,,,,,
5486,City,197,Cancelled,42566.20,,4.00,,,,,,,,
6010,City,197,Cancelled,42566.52,,12.00,,,,,,,,
277,City,198,Cancelled,42562.29,,6.00,,,,,,,,
2148,City,198,Cancelled,42563.72,,17.00,,,,,,,,
2802,City,198,Cancelled,42564.20,,4.00,,,,,,,,
4445,City,198,Cancelled,42565.36,,8.00,,,,,,,,
546,City,199,Cancelled,42562.42,,10.00,,,,,,,,
1115,Airport,199,Cancelled,42562.85,,20.00,,,,,,,,
3177,City,199,Cancelled,42564.38,,9.00,,,,,,,,
5587,City,199,Cancelled,42566.25,,5.00,,,,,,,,
5628,City,199,Cancelled,42566.27,,6.00,,,,,,,,
6173,City,199,Cancelled,42566.70,,16.00,,,,,,,,
383,City,200,Cancelled,42562.35,,8.00,,,,,,,,
749,Airport,200,Cancelled,42562.66,,15.00,,,,,,,,
5733,City,200,Cancelled,42566.33,,7.00,,,,,,,,
18,City,201,Cancelled,42562.05,,1.00,,,,,,,,
2125,Airport,201,Cancelled,42563.70,,16.00,,,,,,,,
5522,City,201,Cancelled,42566.22,,5.00,,,,,,,,
5895,City,201,Cancelled,42566.41,,9.00,,,,,,,,
192,City,202,Cancelled,42562.25,,5.00,,,,,,,,
1469,City,202,Cancelled,42563.21,,5.00,,,,,,,,
1486,City,202,Cancelled,42563.22,,5.00,,,,,,,,
2971,City,202,Cancelled,42564.29,,6.00,,,,,,,,
4331,City,202,Cancelled,42565.30,,7.00,,,,,,,,
1739,City,203,Cancelled,42563.35,,8.00,,,,,,,,
5679,City,203,Cancelled,42566.30,,7.00,,,,,,,,
5750,City,203,Cancelled,42566.34,,8.00,,,,,,,,
5856,City,203,Cancelled,42566.38,,9.00,,,,,,,,
6033,Airport,203,Cancelled,42566.54,,12.00,,,,,,,,
119,City,204,Cancelled,42562.22,,5.00,,,,,,,,
641,City,204,Cancelled,42562.52,,12.00,,,,,,,,
3144,City,204,Cancelled,42564.37,,8.00,,,,,,,,
3404,Airport,204,Cancelled,42564.64,,15.00,,,,,,,,
4185,City,204,Cancelled,42565.22,,5.00,,,,,,,,
5918,City,204,Cancelled,42566.42,,10.00,,,,,,,,
98,City,205,Cancelled,42562.21,,4.00,,,,,,,,
1541,City,205,Cancelled,42563.25,,6.00,,,,,,,,
2872,City,205,Cancelled,42564.24,,5.00,,,,,,,,
3498,City,205,Cancelled,42564.73,,17.00,,,,,,,,
5646,City,205,Cancelled,42566.29,,6.00,,,,,,,,
5656,City,205,Cancelled,42566.29,,6.00,,,,,,,,
130,City,206,Cancelled,42562.22,,5.00,,,,,,,,
268,City,206,Cancelled,42562.29,,6.00,,,,,,,,
644,Airport,206,Cancelled,42562.52,,12.00,,,,,,,,
1572,City,206,Cancelled,42563.27,,6.00,,,,,,,,
1619,City,206,Cancelled,42563.29,,6.00,,,,,,,,
1668,City,206,Cancelled,42563.32,,7.00,,,,,,,,
1707,City,206,Cancelled,42563.34,,8.00,,,,,,,,
2113,Airport,206,Cancelled,42563.69,,16.00,,,,,,,,
4581,City,206,Cancelled,42565.42,,10.00,,,,,,,,
5626,City,206,Cancelled,42566.27,,6.00,,,,,,,,
4255,City,207,Cancelled,42565.26,,6.00,,,,,,,,
5794,City,207,Cancelled,42566.36,,8.00,,,,,,,,
6103,Airport,208,Cancelled,42566.62,,14.00,,,,,,,,
302,City,209,Cancelled,42562.30,,7.00,,,,,,,,
1137,City,209,Cancelled,42562.86,,20.00,,,,,,,,
4304,City,209,Cancelled,42565.29,,6.00,,,,,,,,
1702,City,210,Cancelled,42563.33,,8.00,,,,,,,,
1762,City,210,Cancelled,42563.37,,8.00,,,,,,,,
2373,Airport,210,Cancelled,42563.82,,19.00,,,,,,,,
3005,City,210,Cancelled,42564.30,,7.00,,,,,,,,
3131,City,210,Cancelled,42564.36,,8.00,,,,,,,,
3883,Airport,210,Cancelled,42564.91,,21.00,,,,,,,,
6131,Airport,210,Cancelled,42566.65,,15.00,,,,,,,,
6302,Airport,210,Cancelled,42566.77,,18.00,,,,,,,,
6538,Airport,210,Cancelled,42566.87,,20.00,,,,,,,,
244,City,211,Cancelled,42562.27,,6.00,,,,,,,,
1216,Airport,211,Cancelled,42562.90,,21.00,,,,,,,,
4154,City,211,Cancelled,42565.21,,5.00,,,,,,,,
393,City,212,Cancelled,42562.35,,8.00,,,,,,,,
419,City,212,Cancelled,42562.36,,8.00,,,,,,,,
4311,City,212,Cancelled,42565.29,,6.00,,,,,,,,
4404,City,212,Cancelled,42565.33,,7.00,,,,,,,,
5675,City,212,Cancelled,42566.30,,7.00,,,,,,,,
193,City,213,Cancelled,42562.25,,5.00,,,,,,,,
1825,City,213,Cancelled,42563.40,,9.00,,,,,,,,
3111,City,213,Cancelled,42564.36,,8.00,,,,,,,,
4160,City,213,Cancelled,42565.21,,5.00,,,,,,,,
2846,City,214,Cancelled,42564.23,,5.00,,,,,,,,
3163,City,214,Cancelled,42564.38,,9.00,,,,,,,,
3446,City,214,Cancelled,42564.69,,16.00,,,,,,,,
4543,City,214,Cancelled,42565.40,,9.00,,,,,,,,
4800,Airport,214,Cancelled,42565.71,,16.00,,,,,,,,
107,City,215,Cancelled,42562.21,,5.00,,,,,,,,
1594,City,215,Cancelled,42563.28,,6.00,,,,,,,,
1791,City,215,Cancelled,42563.38,,9.00,,,,,,,,
6050,City,215,Cancelled,42566.57,,13.00,,,,,,,,
409,City,216,Cancelled,42562.36,,8.00,,,,,,,,
3137,City,216,Cancelled,42564.37,,8.00,,,,,,,,
4532,City,216,Cancelled,42565.40,,9.00,,,,,,,,
5914,City,216,Cancelled,42566.42,,9.00,,,,,,,,
5618,City,217,Cancelled,42566.27,,6.00,,,,,,,,
5688,City,217,Cancelled,42566.31,,7.00,,,,,,,,
6419,City,217,Cancelled,42566.82,,19.00,,,,,,,,
711,City,218,Cancelled,42562.60,,14.00,,,,,,,,
4415,City,218,Cancelled,42565.34,,8.00,,,,,,,,
4544,City,218,Cancelled,42565.40,,9.00,,,,,,,,
3173,City,219,Cancelled,42564.38,,9.00,,,,,,,,
6262,Airport,219,Cancelled,42566.75,,18.00,,,,,,,,
262,City,220,Cancelled,42562.28,,6.00,,,,,,,,
529,City,220,Cancelled,42562.41,,9.00,,,,,,,,
1537,City,220,Cancelled,42563.25,,5.00,,,,,,,,
1788,City,220,Cancelled,42563.38,,9.00,,,,,,,,
5816,City,220,Cancelled,42566.36,,8.00,,,,,,,,
3260,City,221,Cancelled,42564.43,,10.00,,,,,,,,
4008,City,221,Cancelled,42564.99,,23.00,,,,,,,,
4574,City,221,Cancelled,42565.41,,9.00,,,,,,,,
1730,City,222,Cancelled,42563.35,,8.00,,,,,,,,
2448,Airport,222,Cancelled,42563.85,,20.00,,,,,,,,
4570,City,222,Cancelled,42565.41,,9.00,,,,,,,,
5529,City,222,Cancelled,42566.23,,5.00,,,,,,,,
1506,City,223,Cancelled,42563.23,,5.00,,,,,,,,
2651,City,223,Cancelled,42563.96,,22.00,,,,,,,,
3185,City,223,Cancelled,42564.39,,9.00,,,,,,,,
3421,City,223,Cancelled,42564.65,,15.00,,,,,,,,
291,City,224,Cancelled,42562.30,,7.00,,,,,,,,
1669,City,224,Cancelled,42563.32,,7.00,,,,,,,,
3974,City,224,Cancelled,42564.96,,23.00,,,,,,,,
4349,City,224,Cancelled,42565.30,,7.00,,,,,,,,
4442,City,224,Cancelled,42565.36,,8.00,,,,,,,,
5327,Airport,224,Cancelled,42565.93,,22.00,,,,,,,,
2929,City,225,Cancelled,42564.27,,6.00,,,,,,,,
3186,City,225,Cancelled,42564.39,,9.00,,,,,,,,
4211,City,225,Cancelled,42565.23,,5.00,,,,,,,,
5273,Airport,225,Cancelled,42565.90,,21.00,,,,,,,,
6445,City,225,Cancelled,42566.83,,20.00,,,,,,,,
157,City,226,Cancelled,42562.23,,5.00,,,,,,,,
2813,City,226,Cancelled,42564.21,,5.00,,,,,,,,
3057,City,226,Cancelled,42564.33,,7.00,,,,,,,,
4641,City,226,Cancelled,42565.49,,11.00,,,,,,,,
5884,City,226,Cancelled,42566.40,,9.00,,,,,,,,
1837,City,227,Cancelled,42563.40,,9.00,,,,,,,,
4092,City,227,Cancelled,42565.12,,2.00,,,,,,,,
4222,City,227,Cancelled,42565.24,,5.00,,,,,,,,
1509,City,228,Cancelled,42563.24,,5.00,,,,,,,,
3194,City,228,Cancelled,42564.40,,9.00,,,,,,,,
3541,Airport,228,Cancelled,42564.75,,17.00,,,,,,,,
1365,City,229,Cancelled,42562.01,,0.00,,,,,,,,
1834,City,229,Cancelled,42563.40,,9.00,,,,,,,,
4129,City,229,Cancelled,42565.20,,4.00,,,,,,,,
4380,City,229,Cancelled,42565.32,,7.00,,,,,,,,
4434,City,229,Cancelled,42565.35,,8.00,,,,,,,,
5735,City,229,Cancelled,42566.32,,7.00,,,,,,,,
6434,Airport,229,Cancelled,42566.83,,19.00,,,,,,,,
623,Airport,230,Cancelled,42562.50,,12.00,,,,,,,,
1521,City,230,Cancelled,42563.24,,5.00,,,,,,,,
2771,City,230,Cancelled,42564.18,,4.00,,,,,,,,
2873,City,230,Cancelled,42564.24,,5.00,,,,,,,,
3320,Airport,230,Cancelled,42564.51,,12.00,,,,,,,,
4571,City,230,Cancelled,42565.41,,9.00,,,,,,,,
4600,City,230,Cancelled,42565.42,,10.00,,,,,,,,
5341,City,230,Cancelled,42565.94,,22.00,,,,,,,,
2435,City,231,Cancelled,42563.84,,20.00,,,,,,,,
2919,City,231,Cancelled,42564.26,,6.00,,,,,,,,
4712,City,231,Cancelled,42565.56,,13.00,,,,,,,,
399,City,232,Cancelled,42562.35,,8.00,,,,,,,,
2826,City,232,Cancelled,42564.22,,5.00,,,,,,,,
3090,City,232,Cancelled,42564.34,,8.00,,,,,,,,
4141,City,232,Cancelled,42565.20,,4.00,,,,,,,,
5817,City,232,Cancelled,42566.37,,8.00,,,,,,,,
1156,City,233,Cancelled,42562.87,,20.00,,,,,,,,
3155,City,233,Cancelled,42564.38,,9.00,,,,,,,,
5821,City,233,Cancelled,42566.37,,8.00,,,,,,,,
552,City,234,Cancelled,42562.42,,10.00,,,,,,,,
589,Airport,234,Cancelled,42562.47,,11.00,,,,,,,,
3218,City,234,Cancelled,42564.41,,9.00,,,,,,,,
3287,City,234,Cancelled,42564.47,,11.00,,,,,,,,
5557,City,234,Cancelled,42566.24,,5.00,,,,,,,,
5874,City,234,Cancelled,42566.39,,9.00,,,,,,,,
1117,Airport,235,Cancelled,42562.85,,20.00,,,,,,,,
2820,City,235,Cancelled,42564.22,,5.00,,,,,,,,
3083,City,235,Cancelled,42564.34,,8.00,,,,,,,,
185,City,236,Cancelled,42562.24,,5.00,,,,,,,,
2922,City,236,Cancelled,42564.27,,6.00,,,,,,,,
4379,City,236,Cancelled,42565.32,,7.00,,,,,,,,
1846,City,237,Cancelled,42563.40,,9.00,,,,,,,,
2778,Airport,237,Cancelled,42564.20,,4.00,,,,,,,,
4161,City,237,Cancelled,42565.21,,5.00,,,,,,,,
5702,City,237,Cancelled,42566.32,,7.00,,,,,,,,
5808,City,237,Cancelled,42566.36,,8.00,,,,,,,,
298,City,238,Cancelled,42562.30,,7.00,,,,,,,,
4602,Airport,238,Cancelled,42565.43,,10.00,,,,,,,,
5650,City,238,Cancelled,42566.29,,6.00,,,,,,,,
508,City,239,Cancelled,42562.40,,9.00,,,,,,,,
1419,City,239,Cancelled,42563.16,,3.00,,,,,,,,
3114,City,239,Cancelled,42564.36,,8.00,,,,,,,,
309,City,240,Cancelled,42562.30,,7.00,,,,,,,,
327,City,240,Cancelled,42562.31,,7.00,,,,,,,,
1491,City,240,Cancelled,42563.23,,5.00,,,,,,,,
4392,City,240,Cancelled,42565.33,,7.00,,,,,,,,
5396,City,240,Cancelled,42566.04,,0.00,,,,,,,,
5767,City,240,Cancelled,42566.35,,8.00,,,,,,,,
5498,City,241,Cancelled,42566.21,,4.00,,,,,,,,
5755,City,241,Cancelled,42566.34,,8.00,,,,,,,,
414,City,242,Cancelled,42562.36,,8.00,,,,,,,,
1621,City,242,Cancelled,42563.29,,6.00,,,,,,,,
5288,Airport,242,Cancelled,42565.90,,21.00,,,,,,,,
1778,City,243,Cancelled,42563.38,,9.00,,,,,,,,
5266,Airport,243,Cancelled,42565.89,,21.00,,,,,,,,
5836,City,243,Cancelled,42566.38,,9.00,,,,,,,,
115,City,244,Cancelled,42562.22,,5.00,,,,,,,,
4655,City,244,Cancelled,42565.50,,12.00,,,,,,,,
5590,City,244,Cancelled,42566.25,,6.00,,,,,,,,
1784,City,245,Cancelled,42563.38,,9.00,,,,,,,,
3123,City,245,Cancelled,42564.36,,8.00,,,,,,,,
3330,City,245,Cancelled,42564.52,,12.00,,,,,,,,
4376,City,245,Cancelled,42565.32,,7.00,,,,,,,,
4540,City,245,Cancelled,42565.40,,9.00,,,,,,,,
431,City,246,Cancelled,42562.37,,8.00,,,,,,,,
1599,City,246,Cancelled,42563.28,,6.00,,,,,,,,
1725,City,246,Cancelled,42563.35,,8.00,,,,,,,,
4248,City,246,Cancelled,42565.25,,6.00,,,,,,,,
133,City,247,Cancelled,42562.22,,5.00,,,,,,,,
4170,City,247,Cancelled,42565.22,,5.00,,,,,,,,
6057,Airport,247,Cancelled,42566.57,,13.00,,,,,,,,
108,City,248,Cancelled,42562.21,,5.00,,,,,,,,
1798,City,248,Cancelled,42563.38,,9.00,,,,,,,,
1932,City,248,Cancelled,42563.47,,11.00,,,,,,,,
5865,City,248,Cancelled,42566.39,,9.00,,,,,,,,
5981,City,248,Cancelled,42566.49,,11.00,,,,,,,,
363,City,249,Cancelled,42562.33,,8.00,,,,,,,,
3153,City,249,Cancelled,42564.38,,9.00,,,,,,,,
3196,City,249,Cancelled,42564.40,,9.00,,,,,,,,
3214,City,249,Cancelled,42564.41,,9.00,,,,,,,,
4171,City,249,Cancelled,42565.22,,5.00,,,,,,,,
5824,City,249,Cancelled,42566.37,,8.00,,,,,,,,
1866,City,250,Cancelled,42563.41,,9.00,,,,,,,,
2958,City,250,Cancelled,42564.28,,6.00,,,,,,,,
3181,Airport,250,Cancelled,42564.39,,9.00,,,,,,,,
5833,City,250,Cancelled,42566.37,,8.00,,,,,,,,
5873,City,250,Cancelled,42566.39,,9.00,,,,,,,,
415,Airport,251,Cancelled,42562.36,,8.00,,,,,,,,
4439,City,251,Cancelled,42565.35,,8.00,,,,,,,,
5761,City,251,Cancelled,42566.35,,8.00,,,,,,,,
490,City,252,Cancelled,42562.40,,9.00,,,,,,,,
464,City,253,Cancelled,42562.38,,9.00,,,,,,,,
725,Airport,253,Cancelled,42562.63,,15.00,,,,,,,,
2418,Airport,254,Cancelled,42563.84,,20.00,,,,,,,,
4137,City,254,Cancelled,42565.20,,4.00,,,,,,,,
780,Airport,255,Cancelled,42562.70,,16.00,,,,,,,,
1601,City,255,Cancelled,42563.28,,6.00,,,,,,,,
1831,Airport,255,Cancelled,42563.39,,9.00,,,,,,,,
5545,City,255,Cancelled,42566.23,,5.00,,,,,,,,
2782,City,256,Cancelled,42564.20,,4.00,,,,,,,,
4202,City,256,Cancelled,42565.23,,5.00,,,,,,,,
4253,City,256,Cancelled,42565.25,,6.00,,,,,,,,
4669,City,256,Cancelled,42565.52,,12.00,,,,,,,,
5694,City,256,Cancelled,42566.31,,7.00,,,,,,,,
5707,City,256,Cancelled,42566.31,,7.00,,,,,,,,
5795,City,256,Cancelled,42566.36,,8.00,,,,,,,,
4203,City,257,Cancelled,42565.23,,5.00,,,,,,,,
5928,City,257,Cancelled,42566.42,,10.00,,,,,,,,
471,City,258,Cancelled,42562.39,,9.00,,,,,,,,
4505,City,258,Cancelled,42565.38,,9.00,,,,,,,,
5876,City,258,Cancelled,42566.39,,9.00,,,,,,,,
332,City,259,Cancelled,42562.32,,7.00,,,,,,,,
1734,City,259,Cancelled,42563.35,,8.00,,,,,,,,
3202,City,259,Cancelled,42564.40,,9.00,,,,,,,,
4232,City,259,Cancelled,42565.25,,5.00,,,,,,,,
6608,Airport,259,Cancelled,42566.91,,21.00,,,,,,,,
1703,City,260,Cancelled,42563.34,,8.00,,,,,,,,
3001,City,260,Cancelled,42564.30,,7.00,,,,,,,,
3149,City,260,Cancelled,42564.37,,8.00,,,,,,,,
4496,City,260,Cancelled,42565.38,,9.00,,,,,,,,
1591,City,261,Cancelled,42563.27,,6.00,,,,,,,,
1876,City,261,Cancelled,42563.42,,10.00,,,,,,,,
4169,City,261,Cancelled,42565.22,,5.00,,,,,,,,
4512,City,261,Cancelled,42565.39,,9.00,,,,,,,,
2895,City,262,Cancelled,42564.25,,6.00,,,,,,,,
4330,City,262,Cancelled,42565.30,,7.00,,,,,,,,
4801,City,262,Cancelled,42565.71,,16.00,,,,,,,,
5787,City,262,Cancelled,42566.35,,8.00,,,,,,,,
743,City,263,Cancelled,42562.65,,15.00,,,,,,,,
3704,Airport,263,Cancelled,42564.82,,19.00,,,,,,,,
485,City,264,Cancelled,42562.40,,9.00,,,,,,,,
647,City,264,Cancelled,42562.53,,12.00,,,,,,,,
1858,City,264,Cancelled,42563.41,,9.00,,,,,,,,
4755,City,264,Cancelled,42565.64,,15.00,,,,,,,,
5769,City,264,Cancelled,42566.35,,8.00,,,,,,,,
2988,City,265,Cancelled,42564.30,,7.00,,,,,,,,
553,City,266,Cancelled,42562.42,,10.00,,,,,,,,
676,City,266,Cancelled,42562.56,,13.00,,,,,,,,
1516,City,266,Cancelled,42563.24,,5.00,,,,,,,,
1763,City,266,Cancelled,42563.37,,8.00,,,,,,,,
4144,City,266,Cancelled,42565.20,,4.00,,,,,,,,
6541,Airport,266,Cancelled,42566.87,,20.00,,,,,,,,
147,City,267,Cancelled,42562.23,,5.00,,,,,,,,
2881,City,267,Cancelled,42564.25,,5.00,,,,,,,,
2964,City,267,Cancelled,42564.28,,6.00,,,,,,,,
4236,City,267,Cancelled,42565.25,,5.00,,,,,,,,
4447,City,267,Cancelled,42565.36,,8.00,,,,,,,,
